user_id,item_id,clicked,purchased,rating,position
0,SHOECQP4GGYF9GPN,1.0,0.0,0.0,1
0,ACCEGH6TEZ8CAXEH,1.0,0.0,0.0,4
0,MUGEBFGFRUMZGKNN,1.0,0.0,0.0,6
0,AIRE9B8EKTNR8J4B,1.0,1.0,4.581959687434116,7
0,PCSE93H4Q5THF7PG,1.0,1.0,3.7327419097996435,13
0,BBAEE992S4E7FHPZ,1.0,0.0,0.0,13
0,CRGE3QD5W7C9QGKR,1.0,1.0,4.046245659674093,16
1,RNGE7M92V5GTURFX,1.0,0.0,0.0,0
1,SHTEDVZRHNGYYMES,1.0,0.0,0.0,6
2,CAGE9ZGYNRZCKNEF,1.0,0.0,0.0,10
2,ETHEGDRCZHGFREBW,1.0,1.0,4.262762422963228,14
2,CAGEYUXVAKNKDUUV,1.0,1.0,4.242685846100189,25
2,CAGEYUXVUZGG5DMN,1.0,0.0,0.0,30
2,CBKEAHJXBZEJJ8JN,1.0,1.0,4.334043043706422,47
2,BLAEG2BDYCYDNW6X,1.0,0.0,0.0,50
2,VANEGPA7QRCS9YT7,1.0,1.0,3.230484568193005,50
2,NKCEAP3S6G8ZEGB6,1.0,0.0,0.0,50
2,JWSEBCY4TGWWVQHH,1.0,0.0,0.0,50
2,SBEEH3QGWRGG3J6Q,1.0,0.0,0.0,50
3,SHTEAVBVDRBN5ATQ,1.0,1.0,3.717614496941299,3
3,BBAE9WX5K456PRFV,1.0,0.0,0.0,2
3,DREE6UDPNWA5ZBQ7,1.0,0.0,0.0,11
3,JEAEGE8QCDDXCXFG,1.0,0.0,0.0,17
3,TOPEAGZFA63MGRWF,1.0,0.0,0.0,24
3,RNGEBQZRZ79K3EMM,1.0,0.0,0.0,29
3,BLAEAWAAAQEUY6SW,1.0,0.0,0.0,37
3,PTPE4HEYHXA42KH4,1.0,0.0,0.0,38
3,NKCEA5FHTMXWF5MK,1.0,0.0,0.0,44
3,SMPEJWCKPNNPDVKG,1.0,0.0,0.0,48
3,NKCE4VA4FAZ7FTFM,1.0,1.0,4.0713523709705255,49
3,WATE26J7ZMQDQGZN,1.0,0.0,0.0,50
3,ACCEGPC9DA8TGRYY,1.0,0.0,0.0,50
3,BRAE2Z9VKVUEJWZQ,1.0,0.0,0.0,50
4,LJGE7YGXYVYXQ66U,1.0,0.0,0.0,13
4,SNDEJCVWQNZUSVFY,1.0,0.0,0.0,16
5,NKCEFUJPGTTC7N9Z,1.0,0.0,0.0,2
5,ERGE72PV5ZJXYAS2,1.0,0.0,0.0,5
5,ACCE3TJ4ZVGHHTP8,1.0,0.0,0.0,8
5,NKCEACWNSZ4WMBHQ,1.0,0.0,0.0,9
5,SHTE9UCSZBHFAS8Y,1.0,1.0,2.504526395001831,13
5,RTRD8FPJQUFYZAPJ,1.0,1.0,2.5709811970552847,23
5,NKCECZH48UQYP6NY,1.0,0.0,0.0,32
6,SHOECJTWAVQ3J745,1.0,0.0,0.0,2
6,BBAE7DBHPEGVHFZX,1.0,0.0,0.0,7
7,ACCE9Y6RHQKUXXCS,1.0,0.0,0.0,7
7,PLWEBNRHHCXBBBMA,1.0,1.0,2.360176012075436,9
7,NKCDZHF7YEHJM6JZ,1.0,1.0,2.072881683880851,13
7,BBAE9Y5DTH9YTJBK,1.0,0.0,0.0,17
7,GLSEGP36GJQSARZS,1.0,0.0,0.0,18
8,NKCE9ZGXGSETFAZU,1.0,1.0,4.52611529580269,7
8,SHVEFAS3RT9N63BU,1.0,0.0,0.0,8
8,ACCED55XRZT9N2HH,1.0,1.0,3.6868828595071417,7
8,RNGEFKMJZU7CXMNH,1.0,0.0,0.0,14
8,RCLEE2NJGGZXXA3Q,1.0,0.0,0.0,16
8,STIE6JA4S4J2EG8B,1.0,1.0,3.472815693275747,21
9,BBAE4BR6QAUEK73K,1.0,0.0,0.0,24
9,NKCE8BG8TK3KZ7NA,1.0,0.0,0.0,27
10,LJGE8WRFGNHZKZCV,1.0,0.0,0.0,2
10,CBKEAHJX6HTXHG9Z,1.0,0.0,0.0,35
10,BRAE8EHTGUTM8CX2,1.0,0.0,0.0,42
13,MUGEGZUMNZCKBZYS,1.0,0.0,0.0,1
13,ACCEJS3ZY9X2GGYW,1.0,1.0,4.9152414888903495,28
16,CMDEEFCX8VGH3UYG,1.0,1.0,1.3708399552427808,4
16,CRNEEABUTTAYCJQY,1.0,0.0,0.0,6
16,SOCEJPT5EGSQNRYU,1.0,1.0,2.1874449331702204,10
16,SFFEG3FZXBBHJHZG,1.0,0.0,0.0,20
16,RTRDEHFF6AJRARJ3,1.0,0.0,0.0,20
16,WCKE2TFYRJA65QEF,1.0,0.0,0.0,23
16,BRAE7YF6QANCRAZV,1.0,0.0,0.0,31
16,SHTE2HWGWBDXRFMH,1.0,0.0,0.0,39
16,WADECHFGPKW3DHDX,1.0,0.0,0.0,40
19,SHTDV8NCYV6GNH8E,1.0,0.0,0.0,10
19,TOPE4VR5AVGTDWF5,1.0,0.0,0.0,13
19,VANE8QPQZFRE6XVN,1.0,0.0,0.0,18
19,SWSE94HVZNARGFWQ,1.0,0.0,0.0,20
20,TROEJFS2XPYVXEMT,1.0,1.0,3.794930542759004,3
20,BBAE7DPRTXRURMDD,1.0,0.0,0.0,13
20,CAGE46YZPYX7BVUK,1.0,1.0,3.9283471712564384,14
20,NKCE7MMGKZPBQQS2,1.0,0.0,0.0,14
21,TSHEA527MR7Q74YG,1.0,0.0,0.0,2
21,RTRDBECHFKZTHEP8,1.0,0.0,0.0,8
21,BLAE7WMQJKGSDGHT,1.0,0.0,0.0,13
21,SHOEA38TXG7MPUCM,1.0,1.0,3.838353087076875,14
21,RTRDPFNAFVJAXHTA,1.0,1.0,3.2560902911841203,19
22,RNGEDAKBURUKYYAU,1.0,1.0,3.678801984930774,5
22,CRTECN2QTGFWHYBY,1.0,1.0,3.245345309658144,12
22,NDNEGCRHXTP7BCQE,1.0,0.0,0.0,10
22,MUGEAGGKZTMNHZPF,1.0,0.0,0.0,12
22,BBAEBWSTTA7WGDUH,1.0,1.0,3.7155895052919394,17
22,ACBECFGTHYEUNK4C,1.0,1.0,3.0572430636179457,21
22,ACCEJNF6ZRPRFFHV,1.0,0.0,0.0,24
22,BRAE4A6VTDX9SC2C,1.0,0.0,0.0,33
22,PTGEGUPYWSZFTDCB,1.0,1.0,3.3715780878414927,36
22,NKCEA5FHCBGVS9XG,1.0,1.0,3.7475188564334654,38
22,SHOE2QSWZZFSCHAJ,1.0,0.0,0.0,42
22,BBAE5PFM32XQWRYQ,1.0,1.0,1.9102010909280054,43
22,SWTEDX3KRCTNHUGY,1.0,0.0,0.0,45
22,SHIE3QDH6Z4KU5TY,1.0,0.0,0.0,46
22,CAGE8PKGEWKH78FY,1.0,0.0,0.0,50
23,TSHEDHVRVRZC4QTA,1.0,1.0,3.923156443901605,10
23,CAGE8TQ8PNHZTUPP,1.0,1.0,2.7493045181426434,8
23,SHOE4AE68PRQSYF2,1.0,1.0,3.042084874579109,14
24,CRGEB5MNWY2XSW7T,1.0,0.0,0.0,5
